scene_id,trip_id,substance,block,rater_status,stage1_verdict,verdict_flavour,attr__auditory_hallucination__animal__insect,attr__auditory_hallucination__animal__mammal,attr__auditory_hallucination__animal__other,attr__auditory_hallucination__artefact__other,attr__auditory_hallucination__extraordinary_entity__alien,attr__auditory_hallucination__extraordinary_entity__other,attr__auditory_hallucination__extraordinary_entity__spirit,attr__auditory_hallucination__human__celebrity_ies,attr__auditory_hallucination__human__other_s,attr__auditory_hallucination__human__relative_s_acquaintance_s,attr__auditory_hallucination__human__unknown_person_s,attr__auditory_hallucination__inorganic_entity__other,attr__auditory_hallucination__plant__other,attr__auditory_hallucination__plant__tree_shrub,attr__gustatory_hallucination,attr__modal_status_of_the_hallucination__impossible_event,attr__modal_status_of_the_hallucination__possible_and_probable_event,attr__modal_status_of_the_hallucination__possible_but_improbable_event,attr__nonsensory_hallucination__extraordinary_entity,attr__nonsensory_hallucination__human,attr__nonsensory_hallucination__inorganic_entity,attr__nonsensory_hallucination__other,attr__olfactory_hallucination__human,attr__tactile_hallucination__artefact,attr__tactile_hallucination__extraordinary_entity,attr__tactile_hallucination__human,attr__tactile_hallucination__inorganic_entity,attr__tactile_hallucination__other,attr__tactile_hallucination__plant,attr__type_of_visual_alteration__full_blown_immersive_hallucination,attr__type_of_visual_alteration__hallucination_of_a_detached_object,attr__type_of_visual_alteration__hallucination_of_an_incrusted_object,attr__type_of_visual_alteration__illusion,attr__visual_hallucination__animal__aquatic_animal,attr__visual_hallucination__animal__bird,attr__visual_hallucination__animal__insect,attr__visual_hallucination__animal__mammal,attr__visual_hallucination__animal__other,attr__visual_hallucination__artefact__city_building_furniture,attr__visual_hallucination__artefact__other,attr__visual_hallucination__artefact__technological_device,attr__visual_hallucination__artefact__tool_cloth,attr__visual_hallucination__artefact__vehicle,attr__visual_hallucination__extraordinary_entity__alien,attr__visual_hallucination__extraordinary_entity__chimera,attr__visual_hallucination__extraordinary_entity__god,attr__visual_hallucination__extraordinary_entity__other,attr__visual_hallucination__extraordinary_entity__spirit,attr__visual_hallucination__geometrical_pattern,attr__visual_hallucination__human__celebrity_ies,attr__visual_hallucination__human__historical_figure_s,attr__visual_hallucination__human__other_s,attr__visual_hallucination__human__relative_s_acquaintance_s,attr__visual_hallucination__human__unknown_person_s,attr__visual_hallucination__inorganic_entity__earth_river_sky_cloud,attr__visual_hallucination__inorganic_entity__other,attr__visual_hallucination__inorganic_entity__stone_rock,attr__visual_hallucination__plant__flower_grass,attr__visual_hallucination__plant__mushroom_fungus,attr__visual_hallucination__plant__other,attr__visual_hallucination__plant__tree_shrub
Brugmansia_11_S04_AB,Brugmansia_11,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brugmansia_12_S01_AB,Brugmansia_12,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_12_S02_AB,Brugmansia_12,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_12_S03_AB,Brugmansia_12,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_12_S04_AB,Brugmansia_12,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_12_S05_AB,Brugmansia_12,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_12_S06_AB,Brugmansia_12,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_12_S07_B_RCL,Brugmansia_12,brugmansia,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brugmansia_13_S01_AB,Brugmansia_13,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_13_S02_A_RCL,Brugmansia_13,brugmansia,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_13_S03_AB,Brugmansia_13,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_13_S04_B_RCL,Brugmansia_13,brugmansia,11-20,only_B,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_13_S05_AB,Brugmansia_13,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_13_S06_AB,Brugmansia_13,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_13_S07_AB,Brugmansia_13,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_13_S08_AB,Brugmansia_13,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brugmansia_13_S09_AB,Brugmansia_13,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_13_S10_AB,Brugmansia_13,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_14_S01_A_RCL,Brugmansia_14,brugmansia,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brugmansia_14_S02_AB,Brugmansia_14,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_14_S03_AB,Brugmansia_14,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_14_S04_AB,Brugmansia_14,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_14_S05_AB,Brugmansia_14,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_14_S06_AB,Brugmansia_14,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_15_S01_A_RCL,Brugmansia_15,brugmansia,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_15_S02_AB,Brugmansia_15,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_16_S01_AB,Brugmansia_16,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_17_S01_A_RCL,Brugmansia_17,brugmansia,11-20,only_A,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_18_S01_AB,Brugmansia_18,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Brugmansia_18_S02_AB,Brugmansia_18,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_18_S03_AB,Brugmansia_18,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_18_S04_A_RCL,Brugmansia_18,brugmansia,11-20,only_A,GRANULARITY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_18_S05_B_RCL,Brugmansia_18,brugmansia,11-20,only_B,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_18_S06_B_RCL,Brugmansia_18,brugmansia,11-20,only_B,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_19_S01_AB,Brugmansia_19,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brugmansia_19_S02_AB,Brugmansia_19,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_20_S01_B_RCL,Brugmansia_20,brugmansia,11-20,only_B,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_20_S02_A_RCL,Brugmansia_20,brugmansia,11-20,only_A,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_20_S03_AB,Brugmansia_20,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_20_S04_B_RCL,Brugmansia_20,brugmansia,11-20,only_B,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_20_S05_AB,Brugmansia_20,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_20_S06_A_RCL,Brugmansia_20,brugmansia,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_20_S07_AB,Brugmansia_20,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brugmansia_20_S08_AB,Brugmansia_20,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brugmansia_20_S09_AB,Brugmansia_20,brugmansia,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brugmansia_20_S10_A_RCL,Brugmansia_20,brugmansia,11-20,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_01_S01_AB,Psilocybe_01,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_01_S02_AB,Psilocybe_01,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Psilocybe_01_S03_A_RCL,Psilocybe_01,psilocybin,01-10,only_A,GRANULARITY,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_01_S04_AB,Psilocybe_01,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_01_S05_AB,Psilocybe_01,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Psilocybe_01_S06_A_RCL,Psilocybe_01,psilocybin,01-10,only_A,GRANULARITY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Psilocybe_01_S07_A_RCL,Psilocybe_01,psilocybin,01-10,only_A,GRANULARITY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_01_S08_AB,Psilocybe_01,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Psilocybe_01_S09_A_RCL,Psilocybe_01,psilocybin,01-10,only_A,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Psilocybe_02_S01_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S02_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psilocybe_02_S03_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Psilocybe_02_S04_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S05_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S06_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S07_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Psilocybe_02_S08_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Psilocybe_02_S09_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S10_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S11_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Psilocybe_02_S12_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S13_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Psilocybe_02_S14_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S15_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S16_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S17_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S18_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S19_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S20_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S21_AB,Psilocybe_02,psilocybin,01-10,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_02_S22_A_RCL,Psilocybe_02,psilocybin,01-10,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
