scene_id,trip_id,substance,block,rater_status,stage1_verdict,verdict_flavour,attr__auditory_hallucination__animal__insect,attr__auditory_hallucination__animal__mammal,attr__auditory_hallucination__animal__other,attr__auditory_hallucination__artefact__other,attr__auditory_hallucination__extraordinary_entity__alien,attr__auditory_hallucination__extraordinary_entity__other,attr__auditory_hallucination__extraordinary_entity__spirit,attr__auditory_hallucination__human__celebrity_ies,attr__auditory_hallucination__human__other_s,attr__auditory_hallucination__human__relative_s_acquaintance_s,attr__auditory_hallucination__human__unknown_person_s,attr__auditory_hallucination__inorganic_entity__other,attr__auditory_hallucination__plant__other,attr__auditory_hallucination__plant__tree_shrub,attr__gustatory_hallucination,attr__modal_status_of_the_hallucination__impossible_event,attr__modal_status_of_the_hallucination__possible_and_probable_event,attr__modal_status_of_the_hallucination__possible_but_improbable_event,attr__nonsensory_hallucination__extraordinary_entity,attr__nonsensory_hallucination__human,attr__nonsensory_hallucination__inorganic_entity,attr__nonsensory_hallucination__other,attr__olfactory_hallucination__human,attr__tactile_hallucination__artefact,attr__tactile_hallucination__extraordinary_entity,attr__tactile_hallucination__human,attr__tactile_hallucination__inorganic_entity,attr__tactile_hallucination__other,attr__tactile_hallucination__plant,attr__type_of_visual_alteration__full_blown_immersive_hallucination,attr__type_of_visual_alteration__hallucination_of_a_detached_object,attr__type_of_visual_alteration__hallucination_of_an_incrusted_object,attr__type_of_visual_alteration__illusion,attr__visual_hallucination__animal__aquatic_animal,attr__visual_hallucination__animal__bird,attr__visual_hallucination__animal__insect,attr__visual_hallucination__animal__mammal,attr__visual_hallucination__animal__other,attr__visual_hallucination__artefact__city_building_furniture,attr__visual_hallucination__artefact__other,attr__visual_hallucination__artefact__technological_device,attr__visual_hallucination__artefact__tool_cloth,attr__visual_hallucination__artefact__vehicle,attr__visual_hallucination__extraordinary_entity__alien,attr__visual_hallucination__extraordinary_entity__chimera,attr__visual_hallucination__extraordinary_entity__god,attr__visual_hallucination__extraordinary_entity__other,attr__visual_hallucination__extraordinary_entity__spirit,attr__visual_hallucination__geometrical_pattern,attr__visual_hallucination__human__celebrity_ies,attr__visual_hallucination__human__historical_figure_s,attr__visual_hallucination__human__other_s,attr__visual_hallucination__human__relative_s_acquaintance_s,attr__visual_hallucination__human__unknown_person_s,attr__visual_hallucination__inorganic_entity__earth_river_sky_cloud,attr__visual_hallucination__inorganic_entity__other,attr__visual_hallucination__inorganic_entity__stone_rock,attr__visual_hallucination__plant__flower_grass,attr__visual_hallucination__plant__mushroom_fungus,attr__visual_hallucination__plant__other,attr__visual_hallucination__plant__tree_shrub
Psilocybe_13_S04_AB,Psilocybe_13,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Psilocybe_13_S05_AB,Psilocybe_13,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Psilocybe_13_S06_AB,Psilocybe_13,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Psilocybe_13_S07_B_RCL,Psilocybe_13,psilocybin,11-20,only_B,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_13_S08_AB,Psilocybe_13,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Psilocybe_13_S09_AB,Psilocybe_13,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Psilocybe_13_S10_AB,Psilocybe_13,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Psilocybe_13_S11_B_RCL,Psilocybe_13,psilocybin,11-20,only_B,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_13_S12_B_RCL,Psilocybe_13,psilocybin,11-20,only_B,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_13_S13_A_RCL,Psilocybe_13,psilocybin,11-20,only_A,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_14_S01_A_RCL,Psilocybe_14,psilocybin,11-20,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_14_S02_B_SOMA,Psilocybe_14,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_14_S03_B_RCL,Psilocybe_14,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_14_S04_AB,Psilocybe_14,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_14_S05_AB,Psilocybe_14,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_14_S06_AB,Psilocybe_14,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S01_A_RCL,Psilocybe_15,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S02_A_RCL,Psilocybe_15,psilocybin,11-20,only_A,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S03_B_RCL,Psilocybe_15,psilocybin,11-20,only_B,GRANULARITY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S04_AB,Psilocybe_15,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S05_AB,Psilocybe_15,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S06_A_RCL,Psilocybe_15,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S07_AB,Psilocybe_15,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Psilocybe_15_S08_AB,Psilocybe_15,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S09_B_RCL,Psilocybe_15,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S10_B_RCL,Psilocybe_15,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S11_AB,Psilocybe_15,psilocybin,11-20,both,CONVERGENT,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S12_AB,Psilocybe_15,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S13_AB,Psilocybe_15,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S14_AB,Psilocybe_15,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S15_A_RCL,Psilocybe_15,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_15_S16_AB,Psilocybe_15,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_16_S01_AB,Psilocybe_16,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_16_S02_AB,Psilocybe_16,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Psilocybe_16_S03_A_RCL,Psilocybe_16,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_16_S04_AB,Psilocybe_16,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Psilocybe_16_S05_B_RCL,Psilocybe_16,psilocybin,11-20,only_B,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_16_S06_AB,Psilocybe_16,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_16_S07_AB,Psilocybe_16,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Psilocybe_16_S08_B_RCL,Psilocybe_16,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_16_S09_B_RCL,Psilocybe_16,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_17_S01_A_RCL,Psilocybe_17,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_17_S02_AB,Psilocybe_17,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_17_S03_AB,Psilocybe_17,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_17_S04_AB,Psilocybe_17,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_17_S05_AB,Psilocybe_17,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_17_S06_AB,Psilocybe_17,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_17_S07_AB,Psilocybe_17,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Psilocybe_18_S01_AB,Psilocybe_18,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_18_S02_AB,Psilocybe_18,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_18_S03_AB,Psilocybe_18,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_18_S04_AB,Psilocybe_18,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Psilocybe_18_S05_AB,Psilocybe_18,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_18_S06_A_RCL,Psilocybe_18,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_18_S07_AB,Psilocybe_18,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Psilocybe_18_S08_A_RCL,Psilocybe_18,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S01_A_RCL,Psilocybe_19,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S02_A_RCL,Psilocybe_19,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S03_A_AMP,Psilocybe_19,psilocybin,11-20,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S04_B_SOMA,Psilocybe_19,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S05_B_SOMA,Psilocybe_19,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S06_AB,Psilocybe_19,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S07_B_SOMA,Psilocybe_19,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S08_B_RCL,Psilocybe_19,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S09_B_SOMA,Psilocybe_19,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S10_B_RCL,Psilocybe_19,psilocybin,11-20,only_B,AMBIGUITY,2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_19_S11_B_RCL,Psilocybe_19,psilocybin,11-20,only_B,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S01_A_AMP,Psilocybe_20,psilocybin,11-20,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S02_A_AMP,Psilocybe_20,psilocybin,11-20,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S03_A_RCL,Psilocybe_20,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S04_AB,Psilocybe_20,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S05_A_RCL,Psilocybe_20,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S06_A_FRAG,Psilocybe_20,psilocybin,11-20,only_A,GRANULARITY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S07_AB,Psilocybe_20,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S08_A_RCL,Psilocybe_20,psilocybin,11-20,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S09_AB,Psilocybe_20,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S10_A_RCL,Psilocybe_20,psilocybin,11-20,only_A,AMBIGUITY,2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S11_AB,Psilocybe_20,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S12_AB,Psilocybe_20,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S13_AB,Psilocybe_20,psilocybin,11-20,both,CONVERGENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilocybe_20_S14_A_RCL,Psilocybe_20,psilocybin,11-20,only_A,MISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
